"","entryurl","source"
"46","https://newdiscourses.com/tftw-critical/","Source: Sensoy, Özlem, and Robin DiAngelo. Is Everyone Really Equal? An Introduction to Key Concepts in Social Justice Education, first edition. Teacher’s College Press: New York, 2012, p. 7."
"47","https://newdiscourses.com/tftw-critical/","Source: https://www.tandfonline.com/doi/full/10.1080/0145935X.2017.1327692"
"48","https://newdiscourses.com/tftw-critical-consciousness/","Source: https://www.tandfonline.com/doi/abs/10.1080/00098655.2018.1533797?journalCode=vtch20"
"49","https://newdiscourses.com/tftw-critical-consciousness/","Source: https://www.igi-global.com/chapter/teaching-what-we-dont-know/200036"
"50","https://newdiscourses.com/tftw-critical-consciousness/","Source: https://www.academia.edu/14335079/Critical_consciousness_Current_status_and_future_directions"
"51","https://newdiscourses.com/tftw-critical-consciousness/","Source: Sensoy, Özlem, and Robin DiAngelo. Is Everyone Really Equal? An Introduction to Key Concepts in Social Justice Education, first edition. Teacher’s College Press: New York, 2012, p. 6."
"52","https://newdiscourses.com/tftw-critical-consciousness/","Source: Sensoy, Özlem, and Robin DiAngelo. Is Everyone Really Equal? An Introduction to Key Concepts in Social Justice Education, first edition. Teacher’s College Press: New York, 2012, p. 162."
"53","https://newdiscourses.com/tftw-critical-consciousness/","Source: Freire, Paulo. Pedagogy of the Oppressed, 30th Anniversary Edition (Myra Bergman Ramos, trans.). New York: Continuum, 2005, p. 174, note 49."
"54","https://newdiscourses.com/tftw-critical-consciousness/","Source: Francisco Weffort, in the preface to Paulo Freire, Educação como Prática da Liberdade (Rio de Janeiro, 1967), in Freire, Paulo. Pedagogy of the Oppressed, 30th Anniversary Edition (Myra Bergman Ramos, trans.). New York: Continuum, 2005, p. 36."
"55","https://newdiscourses.com/tftw-critical-pedagogy/","Source: Gottesman, Isaac. The Critical Turn in Education: From Marxist Critique to Poststructuralist Feminism to Critical Theories of Race. Routledge, 2016, p. 90."
"56","https://newdiscourses.com/tftw-critical-pedagogy/","Source: Aronowitz & Giroux, 1985, p. 216, as quoted in: Gottesman, Isaac. The Critical Turn in Education: From Marxist Critique to Poststructuralist Feminism to Critical Theories of Race. Routledge, 2016, pp. 89–90."
"57","https://newdiscourses.com/tftw-critical-pedagogy/","Source: Gottesman, Isaac. The Critical Turn in Education: From Marxist Critique to Poststructuralist Feminism to Critical Theories of Race. Routledge, 2016, pp. 13–14."
"58","https://newdiscourses.com/tftw-critical-pedagogy/","Source: Bailey, Alison. “Tracking Privilege-Preserving Epistemic Pushback in Feminist and Critical Race Philosophy Classes.” Hypatia, 32(4), 2017: 876–892, pp. 881–882."
"59","https://newdiscourses.com/tftw-critical-pedagogy/","Source: hooks, bell. Teaching to Transgress: Education as the Practice of Freedom. Routledge, 1994, pp. 41–42."
"60","https://newdiscourses.com/tftw-critical-pedagogy/","Source: hooks, bell. Teaching to Transgress: Education as the Practice of Freedom. Routledge, 1994, p. 152."
"61","https://newdiscourses.com/tftw-critical-pedagogy/","Source: Gottesman, Isaac. The Critical Turn in Education: From Marxist Critique to Poststructuralist Feminism to Critical Theories of Race. Routledge, 2016, p. 6."
"62","https://newdiscourses.com/tftw-critical-pedagogy/","Source: Gottesman, Isaac. The Critical Turn in Education: From Marxist Critique to Poststructuralist Feminism to Critical Theories of Race. Routledge, 2016, pp. 75–76."
"63","https://newdiscourses.com/tftw-critical-pedagogy/","Source: Gottesman, Isaac. The Critical Turn in Education: From Marxist Critique to Poststructuralist Feminism to Critical Theories of Race. Routledge, 2016, p. 71."
"64","https://newdiscourses.com/tftw-critical-pedagogy/","Source: Gottesman, Isaac. The Critical Turn in Education: From Marxist Critique to Poststructuralist Feminism to Critical Theories of Race. Routledge, 2016, p. 120."
"65","https://newdiscourses.com/tftw-critical-race-theory/","Source: Delgado, Richard. Critical Race Theory, Third Edition. NYU Press. Kindle Edition, p. 3."
"66","https://newdiscourses.com/tftw-critical-race-theory/","Source: Thompson, Sherwood. Encyclopedia of Diversity and Social Justice. Rowman & Littlefield Publishers. Kindle Edition, p. 65."
"67","https://newdiscourses.com/tftw-critical-race-theory/","Source: Payne Hiraldo, “The Role of Critical Race Theory in Higher Education,” Vermont Connection 31(7): 2010, p. 54."
"68","https://newdiscourses.com/tftw-critical-race-theory/","Source: Cummings, André Douglas Pond. “A Furious Kinship: Critical Race Theory and the Hip-Hop Nation,” in Delgado, Richard and Stefancic, Jean (eds). Critical Race Theory: The Cutting Edge, Third Edition. NYU Press. Kindle Edition, p. 108."
"69","https://newdiscourses.com/tftw-critical-theory/","Source: https://plato.stanford.edu/entries/critical-theory/"
"70","https://newdiscourses.com/tftw-critical-theory/","Source: Felluga, Dino Franco. Critical Theory: The Key Concepts (Routledge Key Guides). Taylor and Francis. Kindle Edition."
"71","https://newdiscourses.com/tftw-cultural-appropriation/","Source: https://www.thoughtco.com/a-review-of-cultural-appropriation-2834563"
"72","https://newdiscourses.com/tftw-cultural-appropriation/","Source: The Routledge Handbook of Epistemic Injustice (Routledge Handbooks in Philosophy). Taylor and Francis, pp. 358–359."
"73","https://newdiscourses.com/tftw-cultural-appropriation/","Source: https://link.springer.com/article/10.1007/s11098-018-1224-2"
"74","https://newdiscourses.com/tftw-cultural-humility/","Source: Gallardo, Miguel E. Developing Cultural Humility: Embracing Race, Privilege and Power. SAGE, 2013, pp. 3–4."
"75","https://newdiscourses.com/tftw-cultural-humility/","Source: Gallardo, Miguel E. Developing Cultural Humility: Embracing Race, Privilege and Power. SAGE, 2013, p. 145."
"76","https://newdiscourses.com/tftw-cultural-humility/","Source: Gallardo, Miguel E. Developing Cultural Humility: Embracing Race, Privilege and Power. SAGE, 2013, p. 81."
"77","https://newdiscourses.com/tftw-cultural-racism/","Source: https://educatenotindoctrinate.org/glossaries/race-equity-glossary-of-terms/"
"78","https://newdiscourses.com/tftw-cultural-racism/","Source: DiAngelo, Robin. White Fragility: Why It’s so Hard for White People to Talk about Racism. Boston: Beacon Press, 2018, p. 47."
"79","https://newdiscourses.com/tftw-cultural-racism/","Source: Kendi, Ibram X. How to Be an Antiracist. Random House, p. 83."
"80","https://newdiscourses.com/tftw-decolonize-decoloniality/","Source: Bhambra, Gurminder K., Delia Gebrial and Kerem Nisancioglu (eds.). Decolonising the University. Pluto Press. Kindle Edition, p. 2."
"81","https://newdiscourses.com/tftw-deconstruction/","Source: Culler, Jonathan. On Deconstruction. Cornell University Press. Kindle Edition."
"82","https://newdiscourses.com/tftw-deconstruction/","Source: Culler, Jonathan. On Deconstruction. Cornell University Press. Kindle Edition."
"83","https://newdiscourses.com/tftw-deconstruction/","Source: Culler, Jonathan. On Deconstruction. Cornell University Press. Kindle Edition."
"84","https://newdiscourses.com/tftw-derridean/","Source: “Jacques Derrida.” Internet Encyclopedia of Philosophy."
"85","https://newdiscourses.com/tftw-derridean/","Source: St. Pierre, Elizabeth Adams. “A Brief and Personal History of Post Qualitative Research: Toward ‘Post Inquiry.’” Journal of Curriculum Theorizing 30(2), 2014, pp. 4–5."
"86","https://newdiscourses.com/tftw-derridean/","Source: St. Pierre, Elizabeth Adams. “A Brief and Personal History of Post Qualitative Research: Toward ‘Post Inquiry.’” Journal of Curriculum Theorizing 30(2), 2014, pp. 11–12."
"87","https://newdiscourses.com/tftw-derridean/","Source: St. Pierre, Elizabeth Adams. “A Brief and Personal History of Post Qualitative Research: Toward ‘Post Inquiry.’” Journal of Curriculum Theorizing 30(2), 2014, pp. 12–13."
"88","https://newdiscourses.com/tftw-disability-studies/","Source: Goodley, Dan. Dis/ability Studies. Taylor and Francis. Kindle Edition, p. 4."
"89","https://newdiscourses.com/tftw-disability-studies/","Source: Goodley, Dan. Dis/ability Studies. Taylor and Francis. Kindle Edition, p. 4."
"90","https://newdiscourses.com/tftw-discourse/","Source: Sensoy, Özlem, and Robin DiAngelo. Is Everyone Really Equal? An Introduction to Key Concepts in Social Justice Education, first edition. Teacher’s College Press: New York, 2012, p. 48."
"91","https://newdiscourses.com/tftw-discourse/","Source: Sensoy, Özlem, and Robin DiAngelo. Is Everyone Really Equal? An Introduction to Key Concepts in Social Justice Education, first edition. Teacher’s College Press: New York, 2012, p. 48."
"92","https://newdiscourses.com/tftw-discourse/","Source: Felluga, Dino Franco. Critical Theory: The Key Concepts. Taylor and Francis. Kindle Edition, pp. 84–86"
"93","https://newdiscourses.com/tftw-dismantle/","Source: Lorde, Audre. “The Master’s Tools Will Never Dismantle the Master’s House,” 1984."
"94","https://newdiscourses.com/tftw-dismantle/","Source: Crenshaw, Kimberlé Williams, Luke Charles Harris, Daniel Martinez HoSang, and George Lipsitz (eds.). Seeing Race Again: Countering Colorblindness Across the Disciplines. University of California Press, 2019, pp. 15–16."
"95","https://newdiscourses.com/tftw-dismantle/","Source: Collins, Patricia Hill. Black Feminist Thought: Knowledge, Consciousness, and the Politics of Empowerment, second edition. Routledge, 2000, p. 117."
"96","https://newdiscourses.com/tftw-dismantle/","Source: López, Ian F. Haney. “White by Law.” In Critical Race Theory: The Cutting Edge, third edition, Richard Delgado and Jean Stefancic (eds.), Temple University Press, 2013, p. 780."
"97","https://newdiscourses.com/tftw-diversity/","Source: http://www.qcc.cuny.edu/diversity/definition.html"
"98","https://newdiscourses.com/tftw-dominance-domination/","Source: https://www.brandeis.edu/diversity/resources/definitions.html"
"99","https://newdiscourses.com/tftw-dominance-domination/","Source: https://educatenotindoctrinate.org/school-racial-discrimination/racial-discrimination-california-school/culturally-responsive-teaching-glossaries/anti-bias-education/"
"100","https://newdiscourses.com/tftw-dominance-domination/","Source: Sensoy, Özlem, and Robin DiAngelo. Is Everyone Really Equal? An Introduction to Key Concepts in Social Justice Education, first edition. Teacher’s College Press: New York, 2012, p. 39."
"101","https://newdiscourses.com/tftw-dominance-domination/","Source: Sensoy, Özlem, and Robin DiAngelo. Is Everyone Really Equal? An Introduction to Key Concepts in Social Justice Education, first edition. Teacher’s College Press: New York, 2012, p. 148."
"102","https://newdiscourses.com/tftw-dominance-domination/","Source: Sensoy, Özlem, and Robin DiAngelo. Is Everyone Really Equal? An Introduction to Key Concepts in Social Justice Education, first edition. Teacher’s College Press: New York, 2012, p. 152."
"103","https://newdiscourses.com/tftw-dominance-domination/","Source: Sensoy, Özlem, and Robin DiAngelo. Is Everyone Really Equal? An Introduction to Key Concepts in Social Justice Education, first edition. Teacher’s College Press: New York, 2012, p. 48."
"104","https://newdiscourses.com/tftw-double-consciousness/","Source: https://educatenotindoctrinate.org/glossaries/race-equity-glossary-of-terms/"
"105","https://newdiscourses.com/tftw-double-consciousness/","Source: W. E. B. Du Bois, “Strivings of the Negro People,” 1897."
"106","https://newdiscourses.com/tftw-emotional-labor/","Source: McQueeney, Krista, and Lavelle, Kristen M. “Emotional Labor in Critical Ethnographic Work.” Journal of Contemporary Ethnography, 46(1): 2016, 81–107, pp. 85–86."
"107","https://newdiscourses.com/tftw-emotional-labor/","Source: Ioanide, Paula. “Negotiating Privileged Students’ Affective Resistances: Why a Pedagogy of Emotional Engagement Is Necessary,” in Crenshaw, Kimberlé Williams, Luke Charles Harris, Daniel Martinez HoSang, and George Lipsitz (eds.), Seeing Race Again: Countering Colorblindness Across the Disciplines. University of California Press, 2019, p. 348."
"108","https://newdiscourses.com/tftw-emotional-labor/","Source: Sullivan, Shannon. “Ontological Expansiveness.” In Weiss, Gail, Ann V. Murphy, and Gayle Salamon (eds.) 50 Concepts for a Critical Phenomenology. Northwestern University Press, 2020, pp. 252–253."
"109","https://newdiscourses.com/tftw-emotional-labor/","Source: Manne, Kate. Down Girl: The Logic of Misogyny. Oxford University Press, 2018, pp. 128–129."
"110","https://newdiscourses.com/tftw-emotional-labor/","Source: Gorski, Paul C., and Cher Chen. “‘Frayed All Over’: The Causes and Consequences of Activist Burnout Among Social Justice Education Activists.” Educational Studies, 51(5): 2015, 385–405, p. 385."
"111","https://newdiscourses.com/tftw-engagement/","Source: Bailey, Alison. “Tracking Privilege-Preserving Epistemic Pushback in Feminist and Critical Race Philosophy Classes.” Hypatia, 32(4), 2018: 876–892, p. 876."
"112","https://newdiscourses.com/tftw-engagement/","Source: Bailey, Alison. “Tracking Privilege-Preserving Epistemic Pushback in Feminist and Critical Race Philosophy Classes.” Hypatia, 32(4), 2018: 876–892, pp. 880–881."
"113","https://newdiscourses.com/tftw-engagement/","Source: Bailey, Alison. “Tracking Privilege-Preserving Epistemic Pushback in Feminist and Critical Race Philosophy Classes.” Hypatia, 32(4), 2018: 876–892, p. 882."
"114","https://newdiscourses.com/tftw-engagement/","Source: Applebaum, Barbara. Being White, Being Good: White Complicity, White Moral Responsibility, and Social Justice Pedagogy. Lexington Books, 2010, pp. 42–43."
"115","https://newdiscourses.com/tftw-engagement/","Source: Bailey, Alison. “Tracking Privilege-Preserving Epistemic Pushback in Feminist and Critical Race Philosophy Classes.” Hypatia, 32(4), 2018: 876–892, pp. 876–877."
"116","https://newdiscourses.com/tftw-engagement/","Source: Bailey, Alison. “Tracking Privilege-Preserving Epistemic Pushback in Feminist and Critical Race Philosophy Classes.” Hypatia, 32(4), 2018: 876–892, p. 879."
"117","https://newdiscourses.com/tftw-engagement/","Source: DiAngelo, Robin. White Fragility: Why It’s so Hard for White People to Talk about Racism. Beacon Press, 2018, p. 111."
"118","https://newdiscourses.com/tftw-engagement/","Source: Bailey, Alison. “Tracking Privilege-Preserving Epistemic Pushback in Feminist and Critical Race Philosophy Classes.” Hypatia, 32(4), 2018: 876–892, p. 886."
"119","https://newdiscourses.com/tftw-engagement/","Source: Applebaum, Barbara. Being White, Being Good: White Complicity, White Moral Responsibility, and Social Justice Pedagogy. Lexington Books, 2010, pp. 3–4."
"120","https://newdiscourses.com/tftw-engagement/","Source: Applebaum, Barbara. Being White, Being Good: White Complicity, White Moral Responsibility, and Social Justice Pedagogy. Lexington Books, 2010, p. 39."
"121","https://newdiscourses.com/tftw-epistemic-injustice/","Source: The Routledge Handbook of Epistemic Injustice. Taylor and Francis. Kindle Edition, p. 1."
"122","https://newdiscourses.com/tftw-epistemic-oppression/","Source: Dotson, Kristie, 2014, “Conceptualizing Epistemic Oppression.” Social Epistemology, 28(2), 2014: 115–138, p. 116."
"123","https://newdiscourses.com/tftw-epistemic-oppression/","Source: Dotson, Kristie, 2014, “Conceptualizing Epistemic Oppression.” Social Epistemology, 28(2), 2014: 115–138, p. 115."
"124","https://newdiscourses.com/tftw-epistemic-oppression/","Source: Dotson, Kristie, 2014, “Conceptualizing Epistemic Oppression.” Social Epistemology, 28(2), 2014: 115–138, p. 115."
"125","https://newdiscourses.com/tftw-epistemic-oppression/","Source: Dotson, Kristie, 2014, “Conceptualizing Epistemic Oppression.” Social Epistemology, 28(2), 2014: 115–138, pp. 116–117."
"126","https://newdiscourses.com/tftw-epistemic-oppression/","Source: Dotson, Kristie, 2014, “Conceptualizing Epistemic Oppression.” Social Epistemology, 28(2), 2014: 115–138, p. 134."
"127","https://newdiscourses.com/tftw-epistemic-violence/","Source: Dotson, Kristie. “Tracking Epistemic Violence, Tracking Practices of Silencing.” Hypatia, 26(2), 2011: 238–259, pp. 236–237."
"128","https://newdiscourses.com/tftw-epistemic-violence/","Source: Dotson, Kristie. “Tracking Epistemic Violence, Tracking Practices of Silencing.” Hypatia, 26(2), 2011: 236–257, pp. 241–242."
"129","https://newdiscourses.com/tftw-epistemic-violence/","Source: Dotson, Kristie. “Tracking Epistemic Violence, Tracking Practices of Silencing.” Hypatia, 26(2), 2011: 236–257, pp. 236–237."
"130","https://newdiscourses.com/tftw-equality-equal-opportunity-ideology/","Source: Sensoy, Özlem, and Robin DiAngelo. Is Everyone Really Equal? An Introduction to Key Concepts in Social Justice Education, first edition. Teacher’s College Press: New York, 2012, p. 68."
"131","https://newdiscourses.com/tftw-equality-equal-opportunity-ideology/","Source: Sensoy, Özlem, and Robin DiAngelo. Is Everyone Really Equal? An Introduction to Key Concepts in Social Justice Education, first edition. Teacher’s College Press: New York, 2012, p. 74."
"132","https://newdiscourses.com/tftw-equity/","Source: https://www.brandeis.edu/diversity/resources/definitions.html"
"133","https://newdiscourses.com/tftw-exclusion/","Source: Mills, Charles. The Racial Contract. Cornell University Press, 1997. p. 122."
"134","https://newdiscourses.com/tftw-false-consciousness/","Source: Delgado, Richard, and Jean Stefancic (Eds.). Critical Race Theory: An Introduction, third edition. New York University Press, 2001, p. 147."
"135","https://newdiscourses.com/tftw-false-consciousness/","Source: marxists.org/glossary"
"136","https://newdiscourses.com/tftw-false-consciousness/","Source: Giroux, Henry A. On Critical Pedagogy. Continuum Books, 2011, p. 21."
"137","https://newdiscourses.com/tftw-false-consciousness/","Source: Marcuse, Herbert. One-Dimensional Man. 1964, chapter 6."
"138","https://newdiscourses.com/tftw-false-consciousness/","Source: Adams, Glenn, and Phia S. Salter. “They (Color) Blinded Me with Science: Counteracting Coloniality of Knowledge in Hegemonic Psychology.” In Kimberlé Williams Crenshaw, Luke Charles Harris, Daniel Martinez HoSang, and George Lipsitz (eds.) Seeing Race Again: Countering Colorblindness Across the Disciplines. University of California Press, 2019, p. 275."
"139","https://newdiscourses.com/tftw-fascism/","Source: Paxton, Robert. Quoted in Bray, Mark. Antifa: The Anti-Fascist Handbook. Melville House, 2017, pp. xiii–xiv."
"140","https://newdiscourses.com/tftw-fat-studies/","Source: Marilyn Wann “Introduction,” in Sondra Solovay The Fat Studies Reader. NYU Press. Kindle Edition."
"141","https://newdiscourses.com/tftw-fat-studies/","Source: Marilyn Wann “Introduction,” in Sondra Solovay The Fat Studies Reader. NYU Press. Kindle Edition."
"142","https://newdiscourses.com/tftw-fatphobia/","Source: https://www.srhweek.ca/providers/people-and-communities/sizeism-and-fatphobia/"
"143","https://newdiscourses.com/tftw-fatphobia/","Source: https://www.srhweek.ca/providers/people-and-communities/sizeism-and-fatphobia/"
"144","https://newdiscourses.com/tftw-folks/","Source: hooks, bell. Feminism Is for Everybody: Passionate Politics. South End Press, 2000, p. 94."
"145","https://newdiscourses.com/tftw-folks/","Source: hooks, bell. Feminism Is for Everybody: Passionate Politics. South End Press, 2000, p. vii."
"146","https://newdiscourses.com/tftw-folks/","Source: Collins, Patricia Hill. Black Feminist Thought: Knowledge, Consciousness, and the Politics of Empowerment, second edition. Routledge, 2000, p. 103."
"147","https://newdiscourses.com/tftw-folks/","Source: Collins, Patricia Hill. Black Feminist Thought: Knowledge, Consciousness, and the Politics of Empowerment, second edition. Routledge, 2000, p. 34."
"148","https://newdiscourses.com/tftw-folks/","Source: Collins, Patricia Hill. Black Feminist Thought: Knowledge, Consciousness, and the Politics of Empowerment, second edition. Routledge, 2000, pp. 38–39."
"149","https://newdiscourses.com/tftw-folx/","Source: For Folx Sake."
"150","https://newdiscourses.com/tftw-folx/","Source: For Folx Sake"
"151","https://newdiscourses.com/tftw-foucauldian/","Source: Sensoy, Ozlem, and Robin DiAngelo. Is Everyone Really Equal?: An Introduction to Key Concepts in Social Justice Education, first edition. Teacher’s College Press: New York, 2012, p. 5, then 7."
"152","https://newdiscourses.com/tftw-foucauldian/","Source: Bingham, Charles W. “A Dangerous Benefit: Dialogue, Discourse, and Michel Foucault’s Critique of Representation.” Interchange, 33(4), 2002: 351–369, pp. 357–358."
"153","https://newdiscourses.com/tftw-foucauldian/","Source: Bingham, Charles W. “A Dangerous Benefit: Dialogue, Discourse, and Michel Foucault’s Critique of Representation.” Interchange, 33(4), 2002: 351–369, pp. 352–353."
"154","https://newdiscourses.com/tftw-foucauldian/","Source: Sensoy, Ozlem, and Robin DiAngelo. Is Everyone Really Equal?: An Introduction to Key Concepts in Social Justice Education, first edition. Teacher’s College Press: New York, 2012, p. 52–53."
"155","https://newdiscourses.com/tftw-foucauldian/","Source: Bingham, Charles W. “A Dangerous Benefit: Dialogue, Discourse, and Michel Foucault’s Critique of Representation.” Interchange, 33(4), 2002: 351–369, pp. 360–361."
"156","https://newdiscourses.com/tftw-gender/","Source: United Nations Entity for Gender Equality and the Empowerment of Women"
"157","https://newdiscourses.com/tftw-gender/","Source: Sensoy, Ozlem, and Robin DiAngelo. Is Everyone Really Equal?: An Introduction to Key Concepts in Social Justice Education, first edition. Teacher’s College Press: New York, 2012, p. 184."
